ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,0,0,0,8.02,20.98,4.51,18.92,48.24,16.07,4.04
C01-C01.9 Base della lingua,0,0,0,0,0,0,0,0,0,0,0,7.66,4.01,4.2,4.51,0,12.06,0,1.52
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,0,0,0,3.84,7.66,8.02,8.39,9.01,0,12.06,16.07,2.78
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,0,0,3.83,4.01,8.39,0,6.31,0,0,1.26
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0.25
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,3.66,0,0,4.01,0,4.51,0,0,0,0.76
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,3.71,0,3.84,3.83,0,0,0,0,0,0,0.76
C07-C07.9 Parotide,0,0,0,0,3.87,0,0,0,0,0,3.84,3.83,4.01,4.2,4.51,12.61,0,0,2.02
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,0,0,0,0,0,7.67,0,0,4.2,0,0,12.06,0,1.01
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,0,0,0,8.02,4.2,9.01,0,0,0,1.26
C10-C10.9 Orofaringe,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,6.31,12.06,0,0.76
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,4.51,0,12.06,0,0.76
C12-C12.9 Seno piriforme,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0.25
C13-C13.9 Ipofaringe,0,0,0,0,0,0,0,0,0,3.66,0,0,4.01,4.2,4.51,0,0,0,1.01
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,11.51,15.32,8.02,8.39,36.05,25.23,0,0,5.81
C16-C16.9 Stomaco,0,0,0,0,0,3.44,3.23,13.72,3.71,47.57,26.86,72.77,76.22,176.22,279.39,214.42,313.56,401.64,64.2
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,0,0,0,0,4.01,4.2,4.51,6.31,12.06,0,1.26
C18-C18.9 Colon,0,0,0,0,0,3.44,0,13.72,7.42,36.59,38.37,80.43,68.19,193,301.92,277.48,373.85,208.85,67.24
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,10.98,7.67,15.32,40.11,50.35,40.56,56.76,72.36,32.13,14.41
C20-C20.9 Retto,0,0,0,0,0,0,0,3.43,7.42,10.98,7.67,15.32,60.17,79.72,85.62,94.6,132.66,160.66,25.53
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,3.66,0,0,4.01,4.2,0,6.31,0,32.13,1.52
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,3.66,7.67,26.81,44.13,96.5,63.09,126.13,120.6,80.33,23.51
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.84,3.83,4.01,4.2,18.03,25.23,60.3,16.07,4.55
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,3.71,3.66,0,0,16.05,8.39,13.52,18.92,12.06,0,3.79
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,0,3.66,11.51,15.32,24.07,33.57,58.58,56.76,84.42,80.33,14.16
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39,9.01,6.31,0,0,1.26
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,0,0,0,0,3.84,0,4.01,0,4.51,0,12.06,0,1.01
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,6.31,0,0,0.51
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,3.71,3.66,30.7,42.13,40.11,92.31,58.58,44.14,36.18,16.07,19.46
C33-C33.9 Trachea,0,0,0,0,0,0,0,0,0,0,0,3.83,4.01,4.2,4.51,6.31,0,0,1.26
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.23,6.86,14.84,25.62,72.91,118.72,240.68,369.22,446.13,485.59,446.21,240.98,111.22
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0.25
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,12.06,0,0.51
C39-C39.9 Al.mal def.org.resp.intratorac.,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,12.06,0,0.51
C40-C40.9 Ossa cart.art.arti,0,0,0,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
C41-C41.9 Ossa cart.art.altre e ns sedi,0,5.78,0,0,0,3.44,0,0,0,0,0,3.83,4.01,0,0,0,0,0,1.01
C43-C43.9 Melanoma della pelle,0,0,0,0,3.87,0,6.46,6.86,7.42,3.66,11.51,19.15,16.05,16.78,4.51,31.53,48.24,16.07,8.85
