ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,7.41,0,0.46
C01-C01.9 Base della lingua,0,0,0,0,0,0,0,0,0,0,0,3.69,0,4.28,0,10.67,0,0,0.92
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,6.58,2.9,2.86,0,3.38,7.37,7.16,12.83,17.41,5.34,0,0,3.91
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,7.41,9.95,0.69
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,2.86,0,3.38,3.69,0,4.28,4.35,0,0,0,1.15
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,0,0,7.37,0,0,0,0,0,0,0.46
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,2.96,0,7.37,0,8.55,8.71,0,0,0,1.61
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,0,3.38,14.74,7.16,0,8.71,5.34,0,0,2.3
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,2.96,0,3.69,3.58,4.28,4.35,5.34,0,0,1.38
C10-C10.9 Orofaringe,0,0,0,0,0,0,0,0,0,0,0,0,3.58,4.28,0,0,0,0,0.46
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,5.34,0,9.95,0.69
C12-C12.9 Seno piriforme,0,0,0,0,0,0,0,0,0,2.96,0,0,3.58,0,0,10.67,0,0,0.92
C13-C13.9 Ipofaringe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,7.41,0,0.46
C14-C14.9 Altre ns sedi lab.cav.or.faringe,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.35,5.34,0,0,0.69
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,2.86,0,0,0,3.58,0,13.06,5.34,7.41,0,1.61
C16-C16.9 Stomaco,0,0,0,0,0,0,3.29,2.9,2.86,20.73,27.03,40.54,53.69,68.43,130.59,192.15,222.31,298.54,42.74
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,2.9,0,0,3.38,7.37,7.16,4.28,8.71,10.67,29.64,0,3.45
C18-C18.9 Colon,0,0,0,0,0,3.87,0,2.9,5.72,11.85,57.45,106.87,157.5,213.84,261.18,288.22,444.63,467.71,84.8
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,2.9,8.58,2.96,10.14,18.43,25.06,17.11,47.88,42.7,22.23,59.71,11.95
C20-C20.9 Retto,0,0,0,0,0,0,0,0,2.86,11.85,33.79,47.91,75.17,72.71,87.06,112.09,81.51,109.46,29.64
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,5.34,7.41,0,1.15
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,3.87,3.29,0,0,17.77,27.03,18.43,53.69,76.98,56.59,85.4,125.98,79.61,24.82
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,2.86,0,0,0,7.16,0,8.71,10.67,14.82,19.9,2.53
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,3.38,3.69,3.58,17.11,17.41,26.69,37.05,9.95,5.06
C25-C25.9 Pancreas,0,0,0,0,0,3.87,0,0,2.86,11.85,13.52,14.74,60.85,51.32,65.3,117.42,111.16,79.61,23.67
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,9.95,0.69
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,3.29,2.9,2.86,0,0,0,0,0,4.35,0,0,0,0.92
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0.46
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,11.85,20.27,14.74,39.38,38.49,30.47,37.36,59.28,29.85,13.56
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.29,0,8.58,11.85,30.41,114.24,153.92,295.11,417.89,394.97,496.5,497.56,102.72
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,2.96,0,0,0,4.28,0,5.34,0,0,0.69
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,5.34,14.82,0,0.92
