ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0.24
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,0,0,0,0,3.76,3.61,0,3.73,4.11,16.08,7.17,1.65
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,14.35,0.71
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,3.67,0,0,3.76,0,0,0,0,0,0,0.47
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,4.11,0,0,0.47
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,7.17,0.47
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,3.67,0,3.6,0,0,0,3.73,4.11,0,0,0.94
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0.24
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,3.73,0,0,0,0.47
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0.24
C14-C14.9 Altre ns sedi lab.cav.or.faringe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0.24
C15-C15.9 Esofago,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,20.57,8.04,7.17,1.89
C16-C16.9 Stomaco,0,0,0,0,0,0,3.27,3.33,7.34,18.38,10.79,33.87,65.03,76.41,100.71,193.34,192.98,301.31,47.23
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,0,3.68,0,0,0,7.28,0,0,0,21.52,1.42
C18-C18.9 Colon,0,0,0,0,0,0,3.27,9.98,14.68,29.41,25.19,63.97,93.94,98.24,175.3,181,201.02,272.62,58.33
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,0,7.2,18.82,14.45,32.75,14.92,24.68,24.12,14.35,8.27
C20-C20.9 Retto,0,0,0,0,0,0,0,3.33,11.01,7.35,17.99,15.05,39.74,47.3,33.57,45.25,64.33,43.04,17.24
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,3.27,0,0,3.68,0,3.76,10.84,3.64,7.46,4.11,0,0,2.36
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,3.68,10.79,11.29,3.61,25.47,37.3,45.25,56.29,86.09,12.99
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,7.2,3.76,14.45,14.55,7.46,20.57,32.16,28.7,6.14
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,3.33,0,0,3.6,0,7.23,10.92,11.19,12.34,16.08,14.35,4.01
C25-C25.9 Pancreas,0,0,0,0,0,0,0,6.65,3.67,3.68,14.39,7.53,7.23,25.47,33.57,53.48,56.29,71.74,13.7
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,12.34,24.12,43.04,3.07
C31-C31.9 Seni accessori,0,0,0,0,0,0,3.27,0,0,0,3.6,0,0,0,0,0,0,0,0.47
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0.24
C33-C33.9 Trachea,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0.24
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.27,0,3.67,18.38,21.59,37.63,14.45,69.13,59.68,86.39,56.29,71.74,23.62
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,7.46,0,0,0,0.71
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0.24
C39-C39.9 Al.mal def.org.resp.intratorac.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0.24
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,0,3.33,0,0,0,3.76,0,0,0,0,0,0,0.47
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,7.46,0,0,0,0.71
C43-C43.9 Melanoma della pelle,0,0,5.86,0,8.16,3.48,6.54,6.65,7.34,22.06,7.2,18.82,3.61,25.47,26.11,16.45,0,43.04,11.34
C44-C44.9 Pelle non melanomi,0,0,0,0,4.08,0,0,13.3,18.35,36.76,35.98,37.63,65.03,130.99,182.76,279.73,369.88,387.4,73.44
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0.24
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0.24
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,3.73,4.11,0,0,0.71
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,3.33,0,0,0,0,0,3.64,11.19,4.11,8.04,0,1.65
C50-C50.9 Mammella,0,0,0,5.17,0,3.48,35.96,66.51,128.42,183.8,190.69,237.08,274.58,331.12,264.82,263.28,402.04,193.7,144.76
C51-C51.9 Vulva,0,0,0,0,0,0,0,0,0,0,3.6,0,10.84,7.28,7.46,20.57,24.12,35.87,4.96
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,14.35,0.71
C53-C53.9 Collo dell'utero,0,0,0,0,4.08,3.48,6.54,9.98,7.34,7.35,17.99,26.34,7.23,10.92,11.19,12.34,16.08,14.35,8.97
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,0,9.98,7.34,18.38,61.17,71.5,54.19,58.22,74.6,57.59,40.2,43.04,28.81
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,0,0,3.68,3.6,0,0,0,3.73,4.11,0,21.52,1.65
C56-C56.9 Ovaio,0,0,5.86,0,4.08,0,3.27,6.65,11.01,14.7,46.77,45.16,25.29,18.19,41.03,53.48,48.25,50.22,20.31
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,3.67,0,0,0,7.23,0,3.73,0,0,0,0.94
C58-C58.9 Placenta,0,0,0,0,0,0,3.27,3.33,0,0,0,0,0,0,0,0,0,0,0.47
C64-C64.9 Rene eccet.pelvi renale,6.5,0,0,0,0,6.97,0,3.33,0,7.35,10.79,3.76,36.13,21.83,11.19,24.68,40.2,7.17,9.68
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,3.68,3.6,0,10.84,3.64,0,8.23,0,0,1.89
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,3.73,0,0,0,0.47
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,0,7.35,7.2,18.82,0,61.86,22.38,57.59,80.41,86.09,16.06
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,8.04,0,0.47
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,3.68,3.6,0,7.23,3.64,0,0,0,0,1.18
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,3.73,0,0,0,0.47
C71-C71.9 Cervello,6.5,0,5.86,0,0,3.48,0,0,7.34,3.68,7.2,7.53,3.61,18.19,14.92,24.68,16.08,14.35,7.08
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,3.48,0,0,0,3.68,0,0,7.23,0,0,0,0,0,0.94
C73-C73.9 Ghiandola tiroide,0,6.14,0,10.33,4.08,17.41,6.54,9.98,33.02,14.7,7.2,15.05,14.45,3.64,11.19,20.57,8.04,0,11.1
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0.24
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,3.48,0,0,0,0,0,0,0,3.64,0,0,0,0,0.47
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,7.35,0,3.76,0,10.92,7.46,28.8,40.2,21.52,5.43
C81-C81.9 Malattia di Hodgkin,0,0,5.86,20.66,0,6.97,9.81,9.98,3.67,3.68,0,3.76,7.23,3.64,11.19,8.23,0,0,5.67
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,3.48,3.27,0,0,0,0,3.76,3.61,0,3.73,0,16.08,0,1.65
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,5.86,0,0,0,0,3.33,7.34,3.68,7.2,15.05,21.68,14.55,26.11,20.57,8.04,7.17,8.27
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,3.48,0,0,0,0,3.6,0,0,0,0,0,0,0,0.47
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,5.17,0,3.48,0,0,0,7.35,7.2,3.76,3.61,18.19,22.38,12.34,8.04,28.7,6.38
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,8.23,0,0,0.71
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.68,0,7.53,7.23,21.83,18.65,24.68,40.2,21.52,7.08
C91-C91.9 Leucemia linfoide,19.5,12.29,5.86,0,0,0,0,0,0,3.68,0,3.76,21.68,10.92,22.38,24.68,64.33,7.17,8.97
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,3.27,0,3.67,11.03,0,7.53,7.23,10.92,14.92,12.34,0,43.04,5.9
C93-C93.9 Leucemia monocitica,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
C94-C94.9 Altre leucemie cell.specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0.24
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,16.08,0,0.71
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,5.17,0,0,0,0,3.67,3.68,7.2,0,18.06,3.64,0,0,0,7.17,2.83
