ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,0,3.14,0,0,0,3.73,0,0,16.03,4.83,0,1.59
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0.23
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,0,3.58,3.51,0,0,0,0,0,0,0.45
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,3.14,3.5,0,3.51,0,3.62,11.25,0,4.83,6.71,2.04
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,9.66,0,0.68
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,0,0,3.51,0,3.62,3.75,4.01,0,0,0.91
C13-C13.9 Ipofaringe,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0.23
C14-C14.9 Altre ns sedi lab.cav.or.faringe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0.23
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,3.5,0,0,0,7.24,0,4.01,14.49,13.41,2.04
C16-C16.9 Stomaco,0,0,0,0,0,0,0,3.03,15.72,0,14.34,17.55,33.57,65.16,82.53,80.17,207.71,140.83,33.56
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,8.02,0,6.71,0.91
C18-C18.9 Colon,0,0,0,0,0,0,6.32,0,22.01,17.51,46.59,49.14,111.88,108.61,120.05,188.41,212.54,241.42,58.95
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,0,3.58,10.53,7.46,18.1,26.26,36.08,19.32,26.82,7.94
C20-C20.9 Retto,0,0,0,0,0,0,0,3.03,0,10.51,17.92,28.08,11.19,54.3,45.02,60.13,48.31,20.12,17.01
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,3.5,7.17,0,7.46,0,3.75,0,4.83,0,1.59
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,3.66,0,0,0,0,0,7.02,18.65,36.2,52.52,40.09,28.98,40.24,12.24
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.58,10.53,0,7.24,18.76,28.06,14.49,13.41,5.21
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,3.58,3.51,7.46,3.62,11.25,12.03,4.83,33.53,3.85
C25-C25.9 Pancreas,0,0,0,0,0,0,3.16,3.03,0,3.5,3.58,17.55,33.57,28.96,37.51,56.12,53.14,87.18,16.78
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,9.66,26.82,1.59
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,6.71,0.45
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,0,4.01,0,0,0.45
C33-C33.9 Trachea,0,0,0,0,0,0,0,0,0,3.5,0,0,3.73,0,0,0,0,0,0.45
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,3.03,6.29,21.01,32.25,28.08,52.21,47.06,75.03,88.19,91.78,93.89,29.02
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0.45
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0.23
C39-C39.9 Al.mal def.org.resp.intratorac.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0.23
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,0,3.03,0,0,0,3.51,0,0,0,0,0,0,0.45
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.66,12.64,3.03,6.29,10.51,21.5,7.02,11.19,14.48,7.5,20.04,9.66,26.82,8.84
C44-C44.9 Pelle non melanomi,0,0,0,5.47,0,0,15.8,9.08,18.86,45.52,35.84,49.14,93.24,123.09,183.82,292.63,434.75,476.14,89.33
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,3.75,12.03,0,0,1.13
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,3.66,0,0,0,3.5,0,3.51,0,0,0,0,0,6.71,0.91
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,3.03,3.14,0,3.58,7.02,0,7.24,7.5,12.03,4.83,6.71,3.17
