ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,5.31,0,0,0,0,2.84,0,0,0,0,0,3.81,0,9.35,15.28,1.74
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,23.37,15.28,1.96
C16-C16.9 Stomaco,0,0,0,0,0,0,3.12,2.91,17.02,6.12,6.76,13.75,28.79,33.32,53.38,97.83,126.19,122.22,26.51
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,5.67,0,0,3.44,3.6,11.11,7.63,8.15,0,0,2.39
C18-C18.9 Colon,0,0,0,0,0,0,3.12,0,0,12.23,37.2,75.62,125.98,148.11,137.26,179.35,243.02,234.25,63.24
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,0,10.15,3.44,3.6,3.7,15.25,24.46,23.37,10.18,5
C20-C20.9 Retto,0,0,0,0,0,0,0,0,5.67,6.12,10.15,13.75,14.4,40.73,38.13,48.91,79.45,81.48,17.6
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,2.84,0,0,0,0,3.7,7.63,4.08,0,0,1.09
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,2.84,0,3.38,0,3.6,11.11,22.88,52.99,60.76,50.92,10.43
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,3.44,7.2,7.41,15.25,20.38,32.71,30.55,5.87
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,3.06,0,6.87,0,11.11,11.44,36.68,28.04,20.37,6.08
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,5.67,3.06,6.76,10.31,28.79,37.03,57.19,65.22,102.82,76.38,20.43
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,7.63,4.08,0,5.09,1.09
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,2.91,5.67,21.41,54.11,30.93,68.39,51.84,83.88,101.9,79.45,71.29,31.73
C43-C43.9 Melanoma della pelle,0,0,0,0,9.36,0,3.12,14.56,11.35,15.29,16.91,30.93,21.6,25.92,19.06,4.08,9.35,20.37,12.17
C44-C44.9 Pelle non melanomi,0,0,0,0,4.68,0,12.49,23.3,42.55,48.94,47.34,72.18,100.78,162.92,217.33,317.93,373.88,387.01,96.05
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,4.67,5.09,0.65
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,0,3.06,0,0,3.6,0,3.81,4.08,9.35,5.09,1.52
C50-C50.9 Mammella,0,0,0,0,0,3.88,28.1,81.54,173.05,250.81,287.45,268.1,251.95,262.89,232.58,273.1,289.76,254.61,157.55
C64-C64.9 Rene eccet.pelvi renale,0,11.15,0,0,0,0,0,0,5.67,9.18,13.53,3.44,21.6,25.92,45.75,44.84,51.41,40.74,14.56
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,0,3.06,10.15,6.87,3.6,22.22,26.69,48.91,18.69,81.48,11.3
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,4.67,0,0.43
C71-C71.9 Cervello,10.48,0,0,0,0,0,0,2.91,2.84,3.06,0,10.31,18,11.11,15.25,36.68,18.69,40.74,8.91
C73-C73.9 Ghiandola tiroide,0,0,0,10.63,0,19.41,6.24,14.56,31.21,45.88,37.2,30.93,39.59,37.03,15.25,16.3,14.02,5.09,20.21
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,3.38,0,3.6,0,3.81,0,9.35,35.65,2.61
C81-C81.9 Malattia di Hodgkin,0,0,17.02,5.31,18.73,11.64,3.12,0,0,0,0,0,3.6,0,7.63,0,0,0,3.26
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,7.63,8.15,0,0,1.09
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,4.68,0,3.12,2.91,5.67,3.06,6.76,3.44,7.2,22.22,26.69,24.46,4.67,20.37,7.61
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.68,0,9.37,0,5.67,6.12,13.53,6.87,14.4,33.32,7.63,32.61,42.06,25.46,11.08
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,3.06,0,3.44,0,0,3.81,8.15,0,10.18,1.52
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.06,3.38,3.44,3.6,7.41,26.69,20.38,46.74,45.83,8.04
C91-C91.9 Leucemia linfoide,5.24,0,0,0,0,0,0,0,0,0,0,3.44,18,11.11,19.06,24.46,18.69,10.18,5.87
C92-C92.9 Leucemia mieloide,0,0,0,0,4.68,0,3.12,2.91,5.67,3.06,6.76,10.31,10.8,11.11,19.06,44.84,14.02,35.65,9.34
C96-C96.9 Al. ns t.m.tess.linf.emat.,5.24,0,0,0,0,3.88,3.12,2.91,5.67,3.06,3.38,6.87,7.2,7.41,19.06,57.06,74.78,30.55,11.95
