ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,3.73,0,0,0,3.59,0,0,3.71,0,6.61,0,0.95
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,3.56,10.56,3.71,6.45,0,10.39,1.67
C16-C16.9 Stomaco,0,0,0,0,0,3.39,6.83,0,14.87,10.8,37.77,43.06,42.74,80.99,100.1,161.29,238.13,342.86,44.88
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,3.73,0,0,0,3.59,0,0,0,6.45,0,10.39,0.95
C18-C18.9 Colon,0,0,0,0,0,3.39,10.24,3.73,7.44,25.21,30.22,46.65,35.62,130.29,129.76,167.74,211.68,249.35,47.5
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,3.39,0,3.73,0,7.2,11.33,17.94,7.12,17.61,25.95,38.71,33.07,0,8.83
C20-C20.9 Retto,0,0,0,0,0,0,0,7.46,3.72,3.6,22.66,21.53,7.12,49.3,44.49,58.06,72.76,51.95,16.47
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,3.41,0,0,0,0,0,3.56,0,0,6.45,6.61,10.39,1.19
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,3.68,0,0,0,0,3.6,0,14.35,28.5,10.56,29.66,51.61,33.07,72.73,10.74
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,15.11,3.59,3.56,14.09,22.25,32.26,46.3,83.12,8.59
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.59,7.12,0,11.12,19.35,39.69,20.78,4.06
C25-C25.9 Pancreas,0,0,0,0,0,0,3.41,0,0,0,7.55,7.18,10.69,17.61,55.61,38.71,79.38,83.12,12.89
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,7.2,0,0,0,3.52,0,6.45,0,0,0.95
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.41,0,7.44,3.6,26.44,32.3,35.62,49.3,48.2,70.97,52.92,51.95,19.34
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.39,6.83,7.46,7.44,3.6,22.66,7.18,7.12,7.04,25.95,6.45,13.23,62.34,8.59
C44-C44.9 Pelle non melanomi,0,0,0,0,3.68,0,3.41,3.73,11.15,25.21,49.1,43.06,56.99,126.77,129.76,174.19,251.36,415.58,54.9
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,6.45,0,0,0.48
C49-C49.9 Tess.connettivo e molle,0,0,0,4.31,0,3.39,0,0,0,7.2,3.78,3.59,3.56,0,11.12,19.35,13.23,0,3.58
C50-C50.9 Mammella,0,0,0,0,0,20.36,27.31,52.19,115.26,169.25,169.97,208.13,217.28,211.28,259.53,283.87,224.9,187.01,118.4
C64-C64.9 Rene eccet.pelvi renale,6.47,0,0,0,3.68,0,3.41,3.73,0,7.2,7.55,10.77,14.25,28.17,37.08,45.16,13.23,20.78,10.5
C67-C67.9 Vescica,0,0,0,0,0,0,0,3.73,3.72,3.6,11.33,35.88,32.06,10.56,40.78,51.61,79.38,62.34,15.52
C69-C69.9 Occhio e annessi,6.47,0,0,0,0,0,0,0,0,0,0,0,7.12,0,7.42,0,6.61,0,1.43
C71-C71.9 Cervello,0,6.15,0,0,0,3.39,0,0,3.72,7.2,11.33,7.18,14.25,17.61,18.54,12.9,6.61,20.78,6.92
C73-C73.9 Ghiandola tiroide,0,0,0,12.92,0,6.79,0,3.73,3.72,7.2,11.33,10.77,3.56,7.04,7.42,0,6.61,0,5.01
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.73,3.72,0,0,0,3.56,0,22.25,19.35,39.69,20.78,4.77
C81-C81.9 Malattia di Hodgkin,0,0,0,8.61,0,3.39,6.83,3.73,0,3.6,3.78,3.59,0,3.52,0,0,6.61,10.39,2.86
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,7.44,0,0,3.59,0,7.04,0,0,13.23,0,1.67
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,0,0,0,7.2,3.78,7.18,3.56,10.56,22.25,0,0,20.78,4.06
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,7.37,3.39,3.41,3.73,3.72,0,0,3.59,14.25,7.04,25.95,12.9,52.92,31.17,7.88
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,6.45,6.61,0,0.72
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,0,0,10.77,17.81,14.09,22.25,12.9,33.07,20.78,6.45
C91-C91.9 Leucemia linfoide,12.94,6.15,5.39,0,0,0,3.41,7.46,0,0,15.11,3.59,17.81,14.09,25.95,6.45,39.69,51.95,9.55
C92-C92.9 Leucemia mieloide,0,0,0,4.31,0,0,3.41,3.73,0,7.2,3.78,7.18,7.12,10.56,11.12,6.45,33.07,20.78,5.73
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,3.71,0,0,0,0.48
