ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,3.38,0,0,0,0,0,0,3.95,0,0,17.4,10.16,0,1.27
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,16.13,7.56,15.81,8.17,22.62,17.4,20.31,41.36,5.83
C16-C16.9 Stomaco,0,0,0,0,0,0,6.63,7.28,11.36,14.21,36.3,79.43,118.59,175.55,226.24,174.05,396.1,392.89,61.39
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,3.79,3.55,4.03,0,0,0,0,0,0,0,0.76
C18-C18.9 Colon,0,0,0,0,0,3.38,0,0,0,17.76,56.47,45.39,90.92,175.55,221.72,304.59,284.38,268.82,56.57
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,3.55,0,15.13,7.91,36.74,49.77,43.51,71.09,0,9.89
C20-C20.9 Retto,0,0,0,0,0,3.38,0,3.64,7.57,7.11,20.17,26.48,31.62,81.65,131.22,52.21,132.03,82.71,24.86
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,3.79,0,0,0,0,4.08,0,0,20.31,0,1.01
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,3.64,0,3.55,12.1,15.13,55.34,69.4,67.87,69.62,81.25,82.71,19.03
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,4.03,0,11.86,8.17,18.1,26.11,20.31,0,3.81
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,3.79,0,0,0,0,16.33,13.57,8.7,10.16,41.36,3.04
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,3.79,7.11,16.13,22.69,35.58,40.83,40.72,43.51,81.25,41.36,14.21
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,3.79,14.21,24.2,26.48,51.39,57.16,40.72,69.62,30.47,41.36,17
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,26.51,35.53,92.77,139.94,233.22,383.76,429.86,504.74,294.54,268.82,107.81
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.38,0,0,7.57,7.11,16.13,11.35,11.86,20.41,4.52,0,20.31,0,5.83
C44-C44.9 Pelle non melanomi,0,0,0,0,0,6.76,0,10.92,34.08,21.32,40.34,94.56,209.5,306.19,357.47,452.53,700.79,785.77,106.79
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,3.95,4.08,0,8.7,10.16,20.68,1.27
C49-C49.9 Tess.connettivo e molle,6.08,5.92,0,0,3.64,0,0,3.64,15.15,0,4.03,0,0,4.08,9.05,8.7,0,0,3.3
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,7.57,3.55,0,0,0,4.08,9.05,0,0,0,1.52
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,6.63,7.28,18.94,17.76,16.13,49.17,51.39,89.82,58.82,60.92,40.63,41.36,23.34
C67-C67.9 Vescica,0,0,0,0,0,0,3.31,10.92,18.94,21.32,44.37,94.56,130.45,212.29,257.92,313.29,385.94,310.17,71.53
C69-C69.9 Occhio e annessi,6.08,0,0,0,0,0,0,0,0,0,0,0,3.95,0,9.05,8.7,0,0,1.27
C71-C71.9 Cervello,6.08,0,0,4.33,0,6.76,9.94,7.28,0,14.21,28.23,11.35,23.72,32.66,13.57,69.62,10.16,0,12.43
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,3.38,3.31,0,0,10.66,4.03,3.78,7.91,0,9.05,17.4,30.47,0,4.06
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,4.03,7.56,7.91,4.08,13.57,17.4,40.63,0,3.81
C81-C81.9 Malattia di Hodgkin,6.08,0,5.2,8.66,3.64,3.38,6.63,3.64,0,3.55,0,7.56,11.86,8.17,0,0,0,0,4.31
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.31,0,0,0,4.03,0,11.86,0,4.52,0,0,0,1.52
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,4.33,3.64,0,3.31,0,3.79,0,4.03,7.56,19.76,20.41,18.1,26.11,10.16,20.68,6.6
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,0,0,11.36,0,12.1,11.35,15.81,24.5,40.72,26.11,60.94,20.68,9.64
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,3.55,4.03,0,0,0,0,0,10.16,0,0.76
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,3.31,3.64,3.79,3.55,8.07,11.35,7.91,20.41,13.57,26.11,40.63,41.36,7.1
C91-C91.9 Leucemia linfoide,24.33,5.92,0,0,3.64,0,3.31,0,3.79,10.66,8.07,7.56,19.76,28.58,40.72,69.62,60.94,20.68,12.94
C92-C92.9 Leucemia mieloide,0,0,0,4.33,0,6.76,6.63,0,3.79,3.55,4.03,11.35,19.76,20.41,36.2,52.21,60.94,20.68,10.65
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0.25
