ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,3.72,0,0,0,0.47
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,7.83,7.13,3.75,3.72,3.99,6.94,0,1.88
C16-C16.9 Stomaco,0,0,0,0,0,0,0,3.21,3.52,22.3,6.89,31.34,35.67,63.8,74.4,163.75,118.05,191.31,35.66
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,3.52,0,0,0,0,3.75,7.44,0,6.94,6.6,1.41
C18-C18.9 Colon,0,0,0,0,4.43,0,0,0,7.05,14.87,31.02,39.17,89.18,101.33,156.24,195.7,194.43,171.52,52.31
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,3.72,6.89,11.75,14.27,22.52,18.6,7.99,34.72,32.98,7.74
C20-C20.9 Retto,0,0,0,0,0,0,3.31,0,3.52,14.87,3.45,19.59,14.27,48.79,70.68,55.91,69.44,32.98,18.06
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,3.72,6.89,0,0,7.51,3.72,3.99,0,0,1.64
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,0,0,0,7.13,22.52,33.48,51.92,69.44,79.16,12.2
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,3.72,6.89,3.92,0,7.51,22.32,19.97,48.61,39.58,7.04
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,11.16,3.99,27.78,46.18,3.75
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,0,0,10.34,3.92,21.4,26.27,26.04,47.93,55.55,65.97,12.67
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,3.45,3.92,0,0,3.72,0,0,6.6,0.94
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,7.05,11.15,27.57,31.34,46.38,48.79,78.12,75.88,76.38,79.16,25.81
C43-C43.9 Melanoma della pelle,0,6.19,0,0,4.43,0,0,9.62,14.1,3.72,13.79,3.92,10.7,22.52,22.32,19.97,20.83,19.79,9.62
C44-C44.9 Pelle non melanomi,0,0,0,5.34,4.43,6.99,9.94,19.25,10.57,26.01,41.36,78.35,74.91,135.11,178.55,267.59,388.86,409,80.93
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,3.72,0,3.92,3.57,0,3.72,3.99,0,13.19,1.64
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,3.31,0,0,0,0,3.92,7.13,0,3.72,7.99,6.94,6.6,2.11
C50-C50.9 Mammella,0,0,0,0,0,17.47,36.46,83.41,169.17,215.55,286.07,278.14,353.17,409.08,301.31,267.59,208.32,191.31,168.2
C64-C64.9 Rene eccet.pelvi renale,12.71,6.19,0,0,0,0,0,0,3.52,11.15,10.34,7.83,17.84,30.02,18.6,15.98,83.33,39.58,12.2
C67-C67.9 Vescica,0,0,0,0,4.43,0,0,0,0,3.72,10.34,19.59,17.84,33.78,55.8,47.93,69.44,52.77,16.19
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,11.98,0,0,0.94
C71-C71.9 Cervello,0,0,0,0,0,0,6.63,0,0,3.72,3.45,15.67,17.84,7.51,37.2,31.95,13.89,6.6,8.45
C73-C73.9 Ghiandola tiroide,0,0,0,21.35,8.86,10.48,9.94,28.87,24.67,26.01,27.57,27.42,17.84,11.26,11.16,11.98,6.94,6.6,15.48
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,3.45,0,0,7.51,14.88,11.98,6.94,85.76,5.63
C81-C81.9 Malattia di Hodgkin,0,0,0,0,0,0,6.63,0,0,0,0,3.92,3.57,0,3.72,7.99,13.89,0,2.11
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,3.52,11.15,6.89,7.83,0,11.26,0,0,0,0,2.58
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,4.43,0,0,0,3.52,0,0,0,7.13,15.01,14.88,11.98,20.83,6.6,4.46
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,0,6.42,3.52,7.43,0,3.92,0,11.26,26.04,47.93,34.72,39.58,9.15
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,3.92,3.57,3.75,0,3.99,6.94,0,1.17
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,11.15,6.89,7.83,17.84,26.27,29.76,51.92,48.61,32.98,12.2
C91-C91.9 Leucemia linfoide,6.35,0,0,0,0,0,0,0,7.05,0,3.45,3.92,3.57,3.75,18.6,27.96,0,6.6,4.69
C92-C92.9 Leucemia mieloide,0,0,0,0,0,6.99,0,3.21,3.52,11.15,6.89,7.83,14.27,11.26,0,19.97,41.66,26.39,7.74
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,3.49,3.31,3.21,0,11.15,0,7.83,7.13,11.26,14.88,15.98,6.94,0,5.16
