ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,3.7,0,0,3.87,4.31,18.59,11.13,0,0,2.24
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,3.42,0,7.14,0,7.75,12.93,13.94,5.56,9.85,14.14,3.49
C16-C16.9 Stomaco,0,0,0,0,0,0,0,3.11,13.68,29.57,32.13,40.29,69.74,172.35,209.08,244.85,265.88,311.15,56.81
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,3.24,0,0,0,0,0,3.87,8.62,4.65,5.56,0,0,1.49
C18-C18.9 Colon,0,0,0,0,0,0,6.48,3.11,6.84,29.57,14.28,64.47,123.98,146.49,227.67,311.63,246.18,325.3,62.78
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,3.7,7.14,8.06,46.49,21.54,23.23,44.52,49.24,0,9.97
C20-C20.9 Retto,0,0,0,0,0,0,0,3.11,3.42,7.39,21.42,20.15,54.24,90.48,97.57,105.73,78.78,127.29,26.66
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0.25
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,3.52,0,0,3.42,7.39,14.28,20.15,30.99,56.01,97.57,133.56,88.63,99,23.67
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,0,11.62,0,13.94,22.26,9.85,0,2.74
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,13.94,16.69,29.54,14.14,3.49
C25-C25.9 Pancreas,0,0,0,0,0,0,3.24,0,6.84,0,7.14,24.18,58.11,56.01,55.76,72.34,88.63,99,19.93
C32-C32.9 Laringe,0,0,0,0,4.37,0,0,0,3.42,3.7,7.14,32.23,27.12,34.47,37.17,83.47,9.85,0,12.96
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,9.34,17.1,29.57,71.4,112.82,182.09,331.77,418.17,500.83,433.28,339.44,108.63
C43-C43.9 Melanoma della pelle,0,0,0,0,0,14.07,9.73,15.57,6.84,7.39,24.99,32.23,42.62,25.85,41.82,44.52,49.24,28.29,17.94
C44-C44.9 Pelle non melanomi,0,0,0,0,8.73,3.52,6.48,12.46,30.78,44.36,78.54,76.55,174.34,297.3,385.64,500.83,876.42,961.74,128.31
C48-C48.9 Retroperit.peritoneo,0,0,0,5.12,0,0,0,0,0,0,3.57,0,7.75,0,0,0,0,0,1
C49-C49.9 Tess.connettivo e molle,5.83,0,0,0,0,0,3.24,0,3.42,0,0,8.06,0,4.31,13.94,16.69,0,0,2.99
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,3.57,4.03,3.87,4.31,0,0,9.85,0,1.25
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.52,3.24,3.11,0,14.79,49.98,20.15,42.62,56.01,102.22,50.08,98.47,28.29,23.17
C67-C67.9 Vescica,0,0,0,0,4.37,0,0,9.34,10.26,18.48,42.84,80.58,89.11,215.43,176.56,272.68,364.35,297.01,65.28
C69-C69.9 Occhio e annessi,5.83,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,16.69,0,0,1.49
C71-C71.9 Cervello,0,0,5.43,0,0,3.52,6.48,3.11,3.42,14.79,3.57,4.03,7.75,30.16,37.17,22.26,9.85,14.14,8.72
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,0,3.24,3.11,3.42,3.7,3.57,8.06,7.75,17.23,9.29,11.13,0,0,4.24
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,3.42,7.39,3.57,4.03,3.87,12.93,23.23,27.82,0,113.15,6.73
C81-C81.9 Malattia di Hodgkin,0,0,0,10.25,17.46,3.52,19.45,6.23,6.84,7.39,0,8.06,3.87,4.31,0,0,9.85,14.14,6.23
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,3.42,0,3.57,0,0,0,4.65,0,9.85,0,1
C83-C83.9 Linfoma diffuso non-Hodgkin,0,5.84,0,0,0,3.52,0,0,3.42,11.09,7.14,4.03,19.37,43.09,23.23,16.69,9.85,42.43,8.97
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,3.24,0,0,7.39,0,8.06,23.25,34.47,23.23,27.82,49.24,28.29,8.97
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29,0,0,0,0.5
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.42,0,7.14,4.03,27.12,21.54,32.52,61.21,59.08,28.29,10.46
C91-C91.9 Leucemia linfoide,23.34,0,0,5.12,0,0,3.24,0,6.84,14.79,0,4.03,11.62,21.54,32.52,44.52,39.39,70.72,11.21
C92-C92.9 Leucemia mieloide,5.83,0,0,5.12,0,3.52,3.24,3.11,6.84,0,10.71,12.09,15.5,17.23,32.52,55.65,98.47,70.72,13.2
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,5.84,0,0,0,3.52,0,3.11,6.84,3.7,14.28,16.12,7.75,8.62,37.17,38.95,19.69,0,8.72
