ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,3.44,3.24,0,0,3.56,3.97,3.76,4.07,4.16,9,14.04,0,17.29,3.04
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,11.28,0,16.63,22.5,28.09,65.71,34.58,6.07
C16-C16.9 Stomaco,0,0,0,0,0,0,0,0,3.74,32.01,39.72,60.14,101.67,124.69,215.99,301.93,503.75,397.65,63.52
C17-C17.9 Piccolo intestino,0,0,0,0,0,3.44,0,0,0,0,0,3.76,4.07,4.16,4.5,7.02,0,0,1.52
C18-C18.9 Colon,0,0,0,0,0,3.44,9.72,0,11.22,14.23,35.75,56.38,113.87,207.81,251.99,203.63,405.19,293.91,63.78
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,10.67,3.97,15.03,24.4,29.09,27,63.2,65.71,34.58,11.14
C20-C20.9 Retto,0,0,0,0,0,0,0,0,3.74,7.11,23.83,41.34,48.8,87.28,85.5,161.5,153.32,86.45,28.85
C21-C21.9 Ano e canale anale,0,0,0,0,0,3.44,0,0,0,0,0,3.76,12.2,0,18,21.07,21.9,17.29,3.8
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,3.51,7.48,3.56,7.94,18.79,36.6,78.97,85.5,126.39,142.36,69.16,23.54
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,3.76,8.13,4.16,13.5,21.07,21.9,0,3.04
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.76,12.2,0,9,0,10.95,0,1.77
C25-C25.9 Pancreas,0,0,0,0,0,0,3.24,0,7.48,3.56,15.89,18.79,16.27,58.19,36,49.15,65.71,172.89,15.69
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,3.74,14.23,35.75,37.59,44.74,49.88,72,42.13,32.85,34.58,18.73
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,29.92,35.57,47.67,131.55,187.08,419.78,391.48,561.74,405.19,293.91,109.58
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.44,6.48,7.01,14.96,10.67,7.94,26.31,32.53,16.63,31.5,7.02,0,34.58,10.88
C44-C44.9 Pelle non melanomi,0,0,0,0,3.76,3.44,0,21.03,18.7,42.69,75.47,97.72,203.34,274.31,449.97,617.91,755.63,656.98,121.73
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,0,14.04,0,0,0.76
C49-C49.9 Tess.connettivo e molle,0,5.84,0,0,3.76,0,0,0,7.48,0,3.97,7.52,0,4.16,9,0,10.95,0,2.78
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,7.52,0,0,4.5,14.04,0,0,1.27
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.44,3.24,0,11.22,14.23,19.86,18.79,44.74,78.97,67.5,77.24,43.8,86.45,21.26
C67-C67.9 Vescica,0,0,0,0,3.76,3.44,3.24,10.52,7.48,32.01,51.64,86.45,170.81,199.5,314.98,421.3,372.34,293.91,82
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,3.56,0,0,0,4.16,4.5,7.02,10.95,0,1.27
C71-C71.9 Cervello,6.08,5.84,16.35,4.65,0,0,3.24,0,11.22,7.11,15.89,11.28,32.53,16.63,36,35.11,54.76,34.58,12.91
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,0,6.48,3.51,0,7.11,3.97,3.76,8.13,20.78,9,0,10.95,0,4.3
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.51,0,0,3.97,3.76,8.13,16.63,18,42.13,76.66,0,6.58
C81-C81.9 Malattia di Hodgkin,0,0,5.45,9.29,7.52,3.44,3.24,3.51,11.22,0,7.94,3.76,0,0,4.5,7.02,0,0,4.05
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.24,3.51,0,3.56,0,0,0,12.47,4.5,0,10.95,0,2.02
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.44,9.72,0,0,3.56,0,26.31,16.27,12.47,9,35.11,65.71,34.58,8.6
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,3.76,3.44,0,7.01,11.22,3.56,7.94,3.76,8.13,4.16,18,28.09,32.85,69.16,7.34
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,3.74,0,0,0,8.13,8.31,0,0,0,0,1.27
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,0,0,0,16.27,16.63,31.5,28.09,43.8,69.16,6.83
C91-C91.9 Leucemia linfoide,0,0,5.45,0,3.76,0,0,3.51,0,14.23,11.92,30.07,20.33,24.94,27,49.15,54.76,69.16,12.91
C92-C92.9 Leucemia mieloide,0,0,5.45,0,3.76,3.44,0,3.51,0,3.56,11.92,0,4.07,16.63,49.5,63.2,98.56,69.16,11.64
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,4.65,0,0,0,0,0,3.56,0,0,0,8.31,9,0,0,0,1.52
