ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,3.6,0,3.49,0,0,0,0,0,0,0,0.47
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,3.49,0,0,3.68,0,3.99,7.8,13.59,1.41
C16-C16.9 Stomaco,0,0,0,0,0,3.47,3.3,6.5,3.6,7.41,10.48,27.22,42.97,77.31,67.2,163.46,148.13,210.63,37.42
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,3.25,0,0,0,0,7.16,0,3.73,0,0,6.79,1.18
C18-C18.9 Colon,0,0,0,0,0,0,3.3,6.5,10.81,0,45.41,69.99,96.69,125.17,115.73,239.21,218.29,305.75,61.67
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,0,17.46,23.33,10.74,36.81,41.07,23.92,54.57,27.18,12.24
C20-C20.9 Retto,0,0,0,0,0,0,0,0,0,0,10.48,23.33,32.23,7.36,26.13,31.89,38.98,54.36,11.3
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,3.3,0,0,3.7,0,0,3.58,7.36,11.2,0,0,13.59,2.35
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,7.21,0,3.49,11.67,10.74,25.77,56,83.72,70.16,81.53,17.18
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.49,0,10.74,14.73,22.4,59.8,23.39,20.38,8.24
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.68,7.47,15.95,23.39,6.79,2.82
C25-C25.9 Pancreas,0,0,0,0,4.25,0,0,0,0,3.7,6.99,11.67,17.91,18.41,37.33,39.87,46.78,101.92,13.65
C32-C32.9 Laringe,0,0,0,0,0,0,0,3.25,0,0,0,0,0,3.68,3.73,3.99,7.8,0,1.18
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,3.47,0,0,0,11.11,24.45,58.33,42.97,62.58,59.73,55.81,93.55,40.77,24.24
C43-C43.9 Melanoma della pelle,0,0,0,0,4.25,3.47,6.6,13,10.81,18.52,10.48,15.55,14.32,14.73,0,19.93,31.18,33.97,10.59
C44-C44.9 Pelle non melanomi,0,0,0,0,0,0,3.3,16.25,25.22,25.93,24.45,35,85.94,125.17,194.13,215.29,304.05,434.84,71.32
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.68,0,3.99,0,0,0.71
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,11.2,7.97,31.18,0,2.35
C50-C50.9 Mammella,0,0,0,0,0,0,9.9,29.25,97.27,162.96,244.5,252.75,307.97,382.87,261.33,247.18,233.88,231.01,142.17
C64-C64.9 Rene eccet.pelvi renale,12.87,0,0,0,0,0,6.6,3.25,0,7.41,17.46,7.78,17.91,40.5,26.13,31.89,54.57,40.77,13.65
C67-C67.9 Vescica,0,0,0,0,0,3.47,0,0,3.6,3.7,20.96,7.78,25.07,18.41,26.13,35.88,85.76,47.56,13.42
C69-C69.9 Occhio e annessi,0,0,0,0,0,3.47,3.3,3.25,0,0,0,7.78,3.58,7.36,0,0,0,0,1.88
C71-C71.9 Cervello,0,0,5.85,10.51,4.25,3.47,0,16.25,3.6,0,6.99,19.44,7.16,25.77,14.93,31.89,15.59,6.79,9.89
C73-C73.9 Ghiandola tiroide,0,0,0,5.25,4.25,6.95,16.5,26,10.81,33.33,10.48,35,35.81,22.09,7.47,23.92,7.8,6.79,15.77
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59,40.77,1.88
C81-C81.9 Malattia di Hodgkin,0,0,5.85,15.76,8.51,0,0,0,0,0,3.49,0,0,3.68,7.47,3.99,0,0,2.59
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,3.7,6.99,7.78,7.16,3.68,11.2,3.99,0,6.79,3.06
C83-C83.9 Linfoma diffuso non-Hodgkin,6.43,0,0,0,4.25,3.47,0,6.5,3.6,0,3.49,7.78,14.32,0,22.4,27.91,15.59,0,6.59
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,3.47,0,3.25,7.21,7.41,6.99,15.55,10.74,11.04,18.67,7.97,31.18,20.38,7.53
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,3.7,0,0,0,7.36,0,11.96,0,0,1.41
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.7,3.49,0,3.58,18.41,11.2,23.92,31.18,27.18,5.88
C91-C91.9 Leucemia linfoide,6.43,0,0,0,0,0,0,0,0,7.41,3.49,7.78,10.74,7.36,22.4,15.95,15.59,33.97,6.59
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,0,0,0,0,10.48,19.44,7.16,7.36,18.67,15.95,15.59,27.18,6.36
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,3.49,0,3.58,11.04,0,7.97,0,0,1.65
