ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,13.34,16.13,7.51,10.48,2.08
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,6.91,0,0,8.27,13.34,21.5,7.51,31.45,3.47
C16-C16.9 Stomaco,0,0,0,0,0,0,6.41,0,5.7,15.25,24.18,44.12,74.31,99.23,102.24,145.13,210.28,356.43,42.53
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,5.7,3.05,3.45,3.68,7.43,12.4,0,16.13,7.51,0,3.24
C18-C18.9 Colon,0,0,0,4.96,0,0,0,0,11.4,6.1,44.9,88.24,107.76,202.6,311.18,322.5,322.93,335.46,75.57
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,2.85,0,13.82,7.35,3.72,12.4,22.23,69.88,60.08,20.97,9.01
C20-C20.9 Retto,0,0,0,0,0,0,0,5.79,0,9.15,10.36,51.47,40.87,49.62,80.02,102.13,112.65,178.22,26.35
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,0,3.45,0,0,4.13,0,10.75,7.51,0,1.16
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,21.35,17.27,40.44,26.01,78.56,115.58,123.63,75.1,94.35,27.04
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,4.45,16.13,45.06,0,2.54
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,2.9,0,0,0,3.68,3.72,8.27,8.89,21.5,45.06,62.9,5.32
C25-C25.9 Pancreas,0,0,0,0,0,0,0,2.9,2.85,3.05,6.91,22.06,66.88,62.02,71.13,91.38,142.69,94.35,24.27
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,10.36,11.03,29.73,20.67,57.79,32.25,52.57,20.97,10.86
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.21,8.69,0,24.4,34.54,110.29,174.64,252.21,337.85,478.38,555.74,377.4,100.53
C43-C43.9 Melanoma della pelle,0,0,0,0,8.98,7.63,6.41,11.59,5.7,15.25,20.72,22.06,33.44,20.67,35.56,53.75,30.04,62.9,16.41
C44-C44.9 Pelle non melanomi,0,0,0,4.96,0,3.81,9.62,31.86,28.5,33.55,55.26,128.68,167.21,289.42,448.99,763.26,705.94,870.11,143.98
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,7.51,0,0.46
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,3.81,3.21,2.9,2.85,0,0,3.68,7.43,0,4.45,0,15.02,0,2.31
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,3.68,3.72,8.27,4.45,16.13,15.02,0,2.31
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,7.63,0,5.79,14.25,18.3,34.54,33.09,59.45,82.69,93.35,118.25,82.61,62.9,30.04
C67-C67.9 Vescica,0,0,0,0,0,0,3.21,2.9,2.85,24.4,17.27,58.82,66.88,132.31,155.59,241.88,277.87,366.91,54.08
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0.23
C71-C71.9 Cervello,4.84,5.15,0,0,0,0,3.21,5.79,5.7,9.15,20.72,18.38,7.43,20.67,22.23,37.63,45.06,52.42,11.79
C73-C73.9 Ghiandola tiroide,0,0,0,4.96,0,7.63,6.41,5.79,8.55,9.15,31.09,7.35,14.86,4.13,17.78,10.75,15.02,10.48,8.78
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,0,3.72,4.13,8.89,16.13,37.55,62.9,4.16
C81-C81.9 Malattia di Hodgkin,0,0,5.23,19.85,4.49,15.25,6.41,5.79,0,3.05,3.45,3.68,3.72,8.27,4.45,5.38,15.02,10.48,5.78
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,6.1,0,7.35,3.72,0,0,5.38,0,0,1.39
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.81,0,2.9,2.85,12.2,3.45,11.03,7.43,53.75,40.01,26.88,30.04,41.93,11.09
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.49,0,3.21,0,5.7,9.15,10.36,22.06,26.01,41.35,13.34,53.75,52.57,73.38,13.87
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,2.9,0,0,3.45,3.68,0,4.13,8.89,5.38,0,0,1.62
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,3.21,0,0,6.1,13.82,7.35,29.73,33.08,17.78,26.88,30.04,73.38,10.4
C91-C91.9 Leucemia linfoide,14.51,5.15,10.46,9.92,0,3.81,0,0,14.25,3.05,13.82,0,29.73,24.81,31.12,48.38,15.02,73.38,13.4
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,0,0,8.55,3.05,3.45,14.71,3.72,24.81,40.01,80.63,75.1,62.9,12.94
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,5.15,0,0,4.49,0,0,0,11.4,3.05,3.45,7.35,14.86,37.21,57.79,91.38,180.24,157.25,21.26
