ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,3.68,0,0,0,4.04,4.69,17.66,0,0,1.27
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,3.76,0,11.68,11.49,31.34,16.16,23.43,17.66,31.34,45.2,7.87
C16-C16.9 Stomaco,0,0,0,0,0,3.33,3.4,0,3.76,47.8,50.59,49.8,125.36,198,253.02,282.61,323.88,542.37,66.98
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,0,0,0,7.66,3.92,0,9.37,8.83,10.45,0,1.78
C18-C18.9 Colon,0,0,0,0,3.6,3.33,6.81,3.69,11.27,14.71,27.24,57.46,125.36,117.19,224.91,282.61,344.77,316.38,56.33
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,3.4,0,3.76,3.68,3.89,7.66,3.92,28.29,51.54,44.16,41.79,0,8.63
C20-C20.9 Retto,0,0,0,0,0,3.33,0,0,0,18.39,19.46,19.15,43.09,88.9,117.14,79.48,104.48,135.59,25.12
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16,0,17.66,0,22.6,1.78
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,3.76,0,19.46,26.82,54.85,88.9,70.28,158.97,104.48,22.6,23.6
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,18.74,8.83,20.9,22.6,2.79
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,0,3.92,16.16,4.69,0,0,22.6,1.78
C25-C25.9 Pancreas,0,0,0,0,3.6,0,0,0,0,7.35,15.57,22.99,35.26,12.12,56.23,44.16,114.92,158.19,15.22
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,7.35,15.57,38.31,31.34,44.45,65.6,52.99,41.79,67.8,15.73
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,3.33,0,3.69,22.54,40.45,81.73,126.42,203.71,351.56,435.76,415.08,386.56,451.98,103.77
C43-C43.9 Melanoma della pelle,0,0,0,0,0,0,6.81,3.69,7.51,11.03,0,19.15,11.75,28.29,37.48,26.49,20.9,0,9.13
C44-C44.9 Pelle non melanomi,0,0,0,0,3.6,3.33,3.4,14.78,11.27,22.06,50.59,76.62,129.28,250.54,304.56,556.39,376.12,474.58,83.48
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,3.68,0,0,0,4.04,9.37,0,10.45,0,1.27
C49-C49.9 Tess.connettivo e molle,0,0,0,4.14,0,3.33,0,0,7.51,0,3.89,0,7.84,0,0,0,0,0,1.78
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,7.35,0,0,0,4.04,18.74,8.83,20.9,0,2.54
C64-C64.9 Rene eccet.pelvi renale,0,0,0,4.14,0,3.33,3.4,3.69,3.76,11.03,11.68,42.14,35.26,56.57,89.03,44.16,41.79,22.6,18.78
C67-C67.9 Vescica,0,0,0,0,3.6,0,0,11.08,11.27,11.03,85.62,57.46,129.28,181.84,285.82,406.25,397.01,248.59,71.3
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,3.89,0,3.92,4.04,9.37,0,0,0,1.27
C71-C71.9 Cervello,6.09,0,5.07,0,7.2,6.66,0,7.39,3.76,3.68,11.68,22.99,35.26,12.12,23.43,52.99,31.34,0,11.42
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,3.33,0,3.69,0,0,0,3.83,11.75,4.04,14.06,0,0,22.6,2.79
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,3.33,0,0,0,0,3.89,7.66,11.75,20.2,9.37,8.83,52.24,22.6,5.33
C81-C81.9 Malattia di Hodgkin,0,0,0,0,7.2,3.33,0,7.39,3.76,7.35,7.78,3.83,3.92,4.04,4.69,0,0,0,3.55
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,3.76,3.68,0,3.83,3.92,0,4.69,0,20.9,0,1.78
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.33,0,0,0,0,3.89,11.49,3.92,8.08,37.48,35.33,41.79,22.6,6.34
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,4.14,3.6,6.66,6.81,0,7.51,11.03,15.57,11.49,19.59,12.12,28.11,26.49,20.9,0,9.39
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0.25
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.76,3.68,0,3.83,7.84,20.2,14.06,61.82,41.79,112.99,7.36
C91-C91.9 Leucemia linfoide,18.26,0,0,0,3.6,0,6.81,0,0,7.35,7.78,19.15,15.67,20.2,28.11,52.99,62.69,90.4,11.67
C92-C92.9 Leucemia mieloide,6.09,0,0,4.14,3.6,0,0,3.69,3.76,11.03,0,0,15.67,12.12,32.8,26.49,62.69,67.8,8.63
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,3.68,0,0,0,4.04,0,0,0,0,0.51
