ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,5.71,0,0,0,0,3.11,0,0,0,0,0,0,0,0,4.03,0,0,0.66
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,4.65,5.42,0.66
C16-C16.9 Stomaco,0,0,0,0,0,0,0,5.92,2.9,9.58,10.42,30.41,29.93,50.83,50.46,96.77,157.99,173.34,31.49
C17-C17.9 Piccolo intestino,0,0,0,0,0,3.87,0,0,0,3.19,0,0,0,3.63,7.76,0,4.65,0,1.32
C18-C18.9 Colon,0,0,0,0,0,3.87,0,2.96,2.9,28.74,31.27,54.06,104.77,159.74,190.18,209.66,185.87,205.84,63.42
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,3.19,3.47,13.51,11.23,7.26,11.64,20.16,4.65,27.08,5.51
C20-C20.9 Retto,0,0,0,0,0,0,0,0,0,6.39,10.42,13.51,33.68,61.72,73.74,44.35,65.05,37.92,18.94
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,2.9,3.19,0,0,3.74,10.89,0,0,9.29,5.42,1.98
C22-C22.9 Fegato dotti intraepatici,0,0,0,5.36,0,0,0,0,0,0,10.42,3.38,7.48,14.52,50.46,52.42,37.17,70.42,12.77
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,3.19,6.95,0,11.23,10.89,11.64,20.16,51.11,10.83,6.61
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.38,14.97,7.26,0,8.06,37.17,21.67,4.62
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,2.9,3.19,3.47,16.89,14.97,32.67,46.57,44.35,102.23,102.92,18.72
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,3.47,3.38,0,0,0,4.03,4.65,5.42,1.1
C34-C34.9 Bronchi e polmoni,0,0,0,0,4.75,0,0,0,11.61,15.97,31.27,33.79,74.84,98.02,62.1,88.7,111.52,86.67,33.91
C43-C43.9 Melanoma della pelle,0,0,0,0,0,15.48,0,11.85,17.41,3.19,24.32,16.89,33.68,25.41,23.29,16.13,23.23,21.67,13.65
C44-C44.9 Pelle non melanomi,5.39,0,0,0,4.75,7.74,6.22,35.54,26.12,35.13,31.27,54.06,112.25,152.48,271.69,310.46,413.56,541.7,103.73
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,3.38,3.74,0,3.88,0,0,5.42,0.88
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,8.89,0,0,0,0,0,0,15.52,0,9.29,21.67,2.86
C50-C50.9 Mammella,0,0,0,0,0,15.48,15.55,41.47,133.51,213.96,187.65,239.89,220.77,297.69,244.52,286.27,199.81,270.85,138.52
C64-C64.9 Rene eccet.pelvi renale,5.39,0,0,0,0,0,0,2.96,0,12.77,0,13.51,14.97,25.41,42.69,44.35,23.23,32.5,11.89
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,0,3.19,10.42,23.65,14.97,14.52,42.69,40.32,41.82,81.25,14.09
C69-C69.9 Occhio e annessi,0,0,0,0,0,3.87,0,0,0,3.19,3.47,0,0,0,3.88,4.03,0,10.83,1.54
C71-C71.9 Cervello,5.39,5.71,0,0,0,3.87,0,2.96,0,0,0,6.76,11.23,10.89,15.52,24.19,32.53,43.34,8.15
C73-C73.9 Ghiandola tiroide,0,5.71,0,0,9.49,7.74,21.76,20.73,29.02,35.13,24.32,37.17,44.9,21.78,31.05,8.06,4.65,5.42,19.38
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,0,3.74,3.63,3.88,4.03,9.29,48.75,3.3
C81-C81.9 Malattia di Hodgkin,0,0,11.39,5.36,0,3.87,3.11,0,8.71,3.19,0,3.38,3.74,3.63,3.88,0,0,0,2.86
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.11,0,0,3.19,0,3.38,3.74,10.89,3.88,0,0,0,1.76
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,0,0,2.9,0,3.47,0,3.74,7.26,7.76,8.06,13.94,0,2.64
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,5.36,0,7.74,3.11,5.92,5.8,9.58,10.42,23.65,14.97,43.57,31.05,40.32,41.82,21.67,14.98
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,3.19,0,3.38,0,3.63,3.88,0,4.65,0,1.1
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.19,0,6.76,14.97,3.63,31.05,32.26,23.23,21.67,7.27
C91-C91.9 Leucemia linfoide,5.39,5.71,0,0,0,0,0,0,0,0,6.95,6.76,3.74,10.89,15.52,8.06,27.88,10.83,5.29
C92-C92.9 Leucemia mieloide,0,5.71,0,0,0,0,0,2.96,2.9,0,6.95,3.38,11.23,10.89,15.52,28.22,13.94,10.83,6.17
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,3.11,0,2.9,6.39,0,10.14,7.48,10.89,42.69,32.26,23.23,27.08,9.03
