ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,2.88,0,0,0,0,0,3.78,0,4.07,0,0,0.65
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,3.3,3.47,3.47,3.78,3.76,4.07,4.71,19.29,2.37
C16-C16.9 Stomaco,0,0,0,0,0,0,3.19,2.88,8.41,8.83,16.48,27.73,27.75,64.2,71.38,89.59,188.37,183.25,35.5
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,0,2.94,0,0,6.94,7.55,11.27,0,9.42,4.82,2.37
C18-C18.9 Colon,0,0,0,5.32,0,0,3.19,8.65,16.81,11.77,16.48,52,62.44,86.85,131.49,219.91,202.5,241.12,55.51
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,5.88,6.59,20.8,6.94,11.33,18.78,24.43,32.96,9.64,7.53
C20-C20.9 Retto,0,0,0,0,0,0,0,2.88,0,2.94,3.3,10.4,31.22,45.32,41.33,65.16,65.93,43.4,16.57
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,2.8,0,3.3,0,10.41,0,15.03,4.07,4.71,9.64,2.8
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,2.8,0,0,6.93,6.94,15.11,18.78,40.72,70.64,57.87,10.97
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.3,0,10.41,18.88,11.27,20.36,0,28.93,4.95
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,3.3,0,0,7.55,11.27,8.14,18.84,43.4,4.52
C25-C25.9 Pancreas,0,0,0,0,0,0,0,0,0,2.94,13.18,20.8,31.22,67.97,18.78,44.8,89.47,101.27,20.22
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,4.71,0,0.43
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,2.88,5.6,32.36,16.48,62.4,34.69,67.97,63.87,101.81,136.57,91.63,33.35
C43-C43.9 Melanoma della pelle,0,0,0,0,9.28,3.91,12.75,14.42,22.42,11.77,32.95,24.27,24.28,15.11,7.51,20.36,23.55,14.47,14.41
C44-C44.9 Pelle non melanomi,0,0,0,0,0,7.82,9.56,11.53,30.82,55.9,49.43,52,104.06,162.38,206.63,354.31,546.27,525.64,109.5
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,3.19,2.88,0,2.94,0,3.47,10.41,7.55,0,0,4.71,0,2.15
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,2.88,0,0,0,0,3.47,0,3.76,4.07,0,4.82,1.08
C50-C50.9 Mammella,0,0,0,0,0,3.91,38.25,46.14,154.12,226.54,201.01,239.21,298.31,358.75,247.96,329.87,226.04,231.48,153.82
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,0,2.88,5.6,2.94,13.18,6.93,27.75,52.87,33.81,61.09,37.67,19.29,14.63
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,0,8.83,16.48,3.47,10.41,37.76,22.54,16.29,56.51,81.98,13.12
C69-C69.9 Occhio e annessi,5.14,0,0,0,0,0,0,0,0,5.88,0,0,0,0,7.51,0,4.71,0,1.29
C71-C71.9 Cervello,10.29,0,5.63,10.64,0,3.91,3.19,8.65,8.41,5.88,6.59,3.47,3.47,22.66,30.06,12.22,32.96,28.93,10.54
C73-C73.9 Ghiandola tiroide,0,0,0,0,13.92,23.45,22.31,37.49,28.02,50.02,49.43,48.54,38.16,49.09,48.84,12.22,9.42,4.82,27.54
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,2.8,2.94,0,0,3.47,18.88,7.51,0,37.67,43.4,5.81
C81-C81.9 Malattia di Hodgkin,0,0,0,10.64,13.92,3.91,0,2.88,5.6,5.88,13.18,0,10.41,0,0,12.22,4.71,9.64,5.16
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,2.88,2.8,0,3.3,0,3.47,7.55,3.76,0,0,0,1.51
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,5.32,0,0,3.19,2.88,2.8,2.94,0,3.47,17.34,15.11,11.27,12.22,23.55,14.47,6.24
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.64,3.91,0,0,11.21,0,13.18,17.33,27.75,22.66,15.03,40.72,28.26,57.87,13.12
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,2.88,0,2.94,3.3,6.93,3.47,3.78,0,4.07,0,0,1.72
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,2.8,0,3.3,13.87,6.94,11.33,22.54,24.43,47.09,24.11,8.18
C91-C91.9 Leucemia linfoide,20.58,5.46,5.63,0,4.64,0,0,0,5.6,0,6.59,13.87,13.87,7.55,15.03,16.29,18.84,38.58,8.82
C92-C92.9 Leucemia mieloide,5.14,0,0,5.32,4.64,0,0,0,2.8,5.88,3.3,6.93,3.47,11.33,22.54,28.51,28.26,33.76,8.39
C96-C96.9 Al. ns t.m.tess.linf.emat.,5.14,0,0,0,4.64,0,0,2.88,0,8.83,9.89,10.4,24.28,18.88,15.03,48.87,84.77,110.92,17.43
