ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,3.61,3.71,0,0,3.62,0,0,7.5,0,0.95
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,3.65,7.25,0,0,7.5,7.61,1.18
C16-C16.9 Stomaco,0,0,0,0,0,0,3.25,0,11.11,25.24,7.42,29.4,47.48,68.85,62.58,211.17,194.9,212.98,40.47
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,3.68,0,14.99,7.61,1.42
C18-C18.9 Colon,0,0,0,0,3.94,0,3.25,6.85,22.21,14.42,29.68,47.78,36.52,144.95,143.56,251.61,217.39,212.98,56.08
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,3.43,0,0,7.42,18.38,32.87,21.74,33.13,31.45,52.47,22.82,11.6
C20-C20.9 Retto,0,0,0,0,0,0,3.25,0,7.4,18.03,11.13,18.38,40.18,36.24,44.17,40.44,29.99,98.88,17.75
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,3.43,0,0,0,0,0,7.25,3.68,8.99,0,15.21,1.89
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,3.7,3.61,0,0,10.96,18.12,58.9,35.94,67.47,45.64,11.6
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.71,0,7.3,21.74,25.77,17.97,7.5,60.85,6.86
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,0,3.65,7.25,3.68,22.46,22.49,15.21,3.31
C25-C25.9 Pancreas,0,0,0,0,0,3.48,0,0,0,0,7.42,3.68,18.26,14.5,40.49,94.35,119.94,30.43,15.38
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,3.71,0,3.65,0,0,0,7.5,0,0.71
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,6.96,3.25,6.85,3.7,7.21,22.26,33.08,32.87,43.49,69.94,62.9,89.96,121.7,24.85
C43-C43.9 Melanoma della pelle,0,0,5.81,0,7.87,6.96,16.26,23.98,14.81,10.82,11.13,11.03,10.96,18.12,29.45,31.45,7.5,15.21,13.25
C44-C44.9 Pelle non melanomi,0,0,0,0,7.87,6.96,13.01,6.85,22.21,39.66,25.97,51.45,73.05,94.22,173.01,269.58,382.31,494.41,75.02
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0.24
C49-C49.9 Tess.connettivo e molle,0,6.14,0,0,0,0,0,0,0,0,0,0,3.65,0,3.68,0,7.5,7.61,1.18
C50-C50.9 Mammella,0,0,0,0,0,6.96,26.02,47.96,133.27,201.89,204.04,213.15,292.19,253.66,316.57,301.03,157.42,304.25,140.33
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.48,0,3.43,3.7,3.61,14.84,7.35,18.26,21.74,22.09,35.94,14.99,38.03,9.94
C67-C67.9 Vescica,0,0,0,0,0,0,3.25,3.43,0,7.21,3.71,11.03,29.22,36.24,55.22,40.44,97.45,68.46,17.04
C69-C69.9 Occhio e annessi,6.49,0,0,0,0,0,0,0,0,0,0,0,0,3.62,7.36,4.49,0,0,1.18
C71-C71.9 Cervello,0,6.14,0,0,0,0,0,3.43,3.7,3.61,14.84,14.7,25.57,21.74,29.45,26.96,29.99,30.43,11.12
C73-C73.9 Ghiandola tiroide,0,0,0,5.06,0,13.91,16.26,23.98,25.91,21.63,22.26,29.4,10.96,7.25,14.72,4.49,7.5,7.61,13.25
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,7.35,7.3,3.62,14.72,22.46,22.49,30.43,4.97
C81-C81.9 Malattia di Hodgkin,0,0,5.81,10.11,0,0,3.25,3.43,0,0,0,0,3.65,0,3.68,4.49,7.5,0,2.13
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,5.06,0,0,0,0,0,3.61,0,3.68,7.3,3.62,7.36,4.49,0,7.61,2.37
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,3.25,3.43,3.7,3.61,3.71,0,18.26,3.62,22.09,8.99,14.99,30.43,5.92
C85-C85.9 Al.n.s.linfomi non-Hodgkin,6.49,0,0,0,0,0,0,0,7.4,0,0,3.68,21.91,14.5,22.09,26.96,29.99,68.46,9.23
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,3.43,0,0,0,0,3.65,3.62,0,4.49,0,7.61,1.18
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,7.21,0,3.68,14.61,21.74,33.13,35.94,14.99,30.43,8.52
C91-C91.9 Leucemia linfoide,0,6.14,5.81,5.06,0,0,0,0,0,3.61,7.42,11.03,7.3,10.87,22.09,35.94,7.5,15.21,7.34
C92-C92.9 Leucemia mieloide,0,0,5.81,0,0,0,3.25,0,3.7,3.61,11.13,3.68,21.91,10.87,7.36,13.48,7.5,38.03,6.63
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,3.61,3.71,0,0,0,11.04,0,14.99,7.61,1.89
