ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C07-C07.9 Parotide,0,0,0,4.74,0,0,3.28,0,0,0,0,0,0,3.54,0,0,0,8.78,0.95
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,3.76,0,0,0,0,3.54,3.61,11.51,0,0,1.19
C16-C16.9 Stomaco,0,0,0,0,0,0,0,0,7.51,13.85,11.82,42.61,29.48,56.58,122.73,132.32,201.21,193.23,36.85
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,3.6,3.76,0,0,0,3.68,0,0,0,19.47,17.57,1.9
C18-C18.9 Colon,0,0,0,0,0,0,3.28,3.6,15.02,10.39,27.58,46.16,55.27,99.01,126.34,195.61,214.19,237.14,47.79
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,3.73,0,0,0,3.76,10.39,11.82,10.65,7.37,7.07,28.88,5.75,19.47,35.13,7.37
C20-C20.9 Retto,0,0,0,0,0,0,0,0,0,13.85,19.7,21.3,22.11,31.82,68.59,40.27,58.42,70.26,17.36
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,3.76,3.46,0,0,3.68,0,7.22,17.26,32.45,0,3.09
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,3.73,0,0,0,0,0,7.88,3.55,14.74,21.22,21.66,63.29,12.98,114.18,10.94
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.94,0,7.37,10.61,32.49,40.27,77.89,70.26,9.99
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.61,5.75,45.43,35.13,3.33
C25-C25.9 Pancreas,0,0,0,0,0,0,0,3.6,0,6.92,7.88,3.55,29.48,21.22,39.71,80.55,71.4,61.48,14.98
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,0,3.55,7.37,0,0,0,0,8.78,0.95
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,10.79,11.27,10.39,19.7,24.86,36.85,56.58,68.59,80.55,84.38,96.61,24.73
C43-C43.9 Melanoma della pelle,0,0,0,4.74,0,6.97,0,14.38,3.76,13.85,11.82,7.1,11.05,14.14,0,17.26,19.47,8.78,7.37
C44-C44.9 Pelle non melanomi,0,0,0,0,7.47,6.97,3.28,3.6,22.53,20.77,11.82,39.06,95.8,102.54,191.32,230.13,350.49,439.16,67.53
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,12.98,0,0.71
C49-C49.9 Tess.connettivo e molle,0,6.25,0,0,0,0,0,0,0,0,0,3.55,0,0,7.22,5.75,19.47,0,1.9
C50-C50.9 Mammella,0,0,0,0,0,0,19.7,71.9,161.48,169.65,200.95,213.05,221.09,233.38,267.13,270.4,259.62,245.93,129.35
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,0,0,7.51,13.85,19.7,7.1,40.53,10.61,25.27,28.77,32.45,35.13,11.41
C67-C67.9 Vescica,0,0,0,0,3.73,0,6.57,3.6,3.76,6.92,15.76,14.2,29.48,31.82,54.15,57.53,110.34,26.35,18.31
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,3.76,3.46,0,7.1,3.68,0,0,0,6.49,0,1.43
C71-C71.9 Cervello,12.86,0,5.6,4.74,3.73,0,3.28,3.6,0,6.92,3.94,7.1,7.37,28.29,14.44,28.77,12.98,0,7.85
C73-C73.9 Ghiandola tiroide,0,0,0,4.74,0,17.43,9.85,28.76,15.02,31.16,11.82,21.3,11.05,3.54,10.83,11.51,32.45,0,12.6
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,3.94,0,0,7.07,10.83,28.77,12.98,43.92,4.28
C81-C81.9 Malattia di Hodgkin,0,0,0,4.74,0,20.91,3.28,0,7.51,0,0,3.55,0,3.54,3.61,0,0,0,3.09
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,3.6,0,3.46,3.94,7.1,3.68,7.07,0,0,6.49,0,2.14
C83-C83.9 Linfoma diffuso non-Hodgkin,6.43,0,0,0,0,3.49,3.28,7.19,3.76,6.92,3.94,7.1,7.37,17.68,25.27,17.26,0,17.57,7.13
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,6.25,0,0,3.73,0,0,3.6,3.76,3.46,0,7.1,25.79,28.29,14.44,51.78,32.45,26.35,10.22
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0.24
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.76,0,3.94,10.65,11.05,35.36,14.44,23.01,38.94,8.78,7.85
C91-C91.9 Leucemia linfoide,0,0,11.21,0,3.73,0,3.28,0,0,6.92,0,10.65,14.74,28.29,14.44,34.52,19.47,26.35,8.8
C92-C92.9 Leucemia mieloide,0,0,0,0,3.73,0,3.28,3.6,3.76,0,0,3.55,7.37,0,21.66,28.77,38.94,43.92,6.9
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,3.61,0,0,0,0.71
