ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,6.61,10.39,0.72
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0.24
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,7.44,0,0,0,3.56,0,0,0,0,0,0.72
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78,0.48
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0.24
C07-C07.9 Parotide,0,0,0,0,0,0,0,3.73,0,0,0,3.59,0,0,3.71,0,6.61,0,0.95
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0.24
C10-C10.9 Orofaringe,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0.24
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,0,3.6,0,0,3.56,3.52,0,0,0,0,0.72
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,3.56,10.56,3.71,6.45,0,10.39,1.67
C16-C16.9 Stomaco,0,0,0,0,0,3.39,6.83,0,14.87,10.8,37.77,43.06,42.74,80.99,100.1,161.29,238.13,342.86,44.88
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,3.73,0,0,0,3.59,0,0,0,6.45,0,10.39,0.95
C18-C18.9 Colon,0,0,0,0,0,3.39,10.24,3.73,7.44,25.21,30.22,46.65,35.62,130.29,129.76,167.74,211.68,249.35,47.5
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,3.39,0,3.73,0,7.2,11.33,17.94,7.12,17.61,25.95,38.71,33.07,0,8.83
C20-C20.9 Retto,0,0,0,0,0,0,0,7.46,3.72,3.6,22.66,21.53,7.12,49.3,44.49,58.06,72.76,51.95,16.47
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,3.41,0,0,0,0,0,3.56,0,0,6.45,6.61,10.39,1.19
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,3.68,0,0,0,0,3.6,0,14.35,28.5,10.56,29.66,51.61,33.07,72.73,10.74
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,15.11,3.59,3.56,14.09,22.25,32.26,46.3,83.12,8.59
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.59,7.12,0,11.12,19.35,39.69,20.78,4.06
C25-C25.9 Pancreas,0,0,0,0,0,0,3.41,0,0,0,7.55,7.18,10.69,17.61,55.61,38.71,79.38,83.12,12.89
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,13.23,10.39,0.95
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0.24
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,7.2,0,0,0,3.52,0,6.45,0,0,0.95
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.41,0,7.44,3.6,26.44,32.3,35.62,49.3,48.2,70.97,52.92,51.95,19.34
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,0,0,7.12,0,0,0,0,0,0.48
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0.24
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,3.68,3.39,0,0,3.72,3.6,0,0,0,3.52,3.71,0,0,10.39,1.67
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.39,6.83,7.46,7.44,3.6,22.66,7.18,7.12,7.04,25.95,6.45,13.23,62.34,8.59
