ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C01-C01.9 Base della lingua,0,0,0,0,0,0,3.29,0,0,0,0,0,3.6,0,0,0,0,0,0.47
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,0,0,0,10.47,3.81,3.6,0,3.75,3.99,6.05,0,1.87
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0.23
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0.23
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,0,3.49,0,0,3.76,0,0,0,0,0.47
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,0,3.49,3.81,7.21,0,0,0,0,13.18,1.4
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0.23
C11-C11.9 Nasofaringe,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,3.75,3.99,0,6.59,0.93
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,6.05,6.59,0.7
C16-C16.9 Stomaco,0,0,0,0,0,0,0,6.32,24.02,7.37,10.47,30.48,54.05,52.59,82.41,131.73,96.76,197.71,35.45
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,0,0,0,3.81,7.21,0,7.49,0,0,0,1.17
C18-C18.9 Colon,0,0,0,0,0,0,0,6.32,10.29,25.78,20.94,38.1,68.47,154.03,138.6,215.55,175.37,257.02,57.6
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,3.43,0,6.98,3.81,3.6,11.27,11.24,23.95,12.09,26.36,5.36
C20-C20.9 Retto,0,0,0,0,0,0,0,0,10.29,3.68,6.98,11.43,10.81,45.08,41.21,71.85,114.9,46.13,18.42
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,3.68,0,3.81,3.6,3.76,7.49,11.98,0,0,2.1
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,0,0,0,14.41,15.03,33.71,59.88,30.24,72.49,11.19
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,3.49,11.43,7.21,7.51,11.24,15.97,24.19,19.77,5.13
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,0,3.81,3.6,3.76,14.98,15.97,12.09,32.95,4.2
