ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,27.78,6.6,1.64
C01-C01.9 Base della lingua,0,0,0,0,0,0,0,3.21,0,3.72,0,3.92,0,0,0,0,0,0,0.7
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,0,0,3.72,0,7.83,0,0,3.72,0,0,0,0.94
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0.23
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0.23
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,0,6.89,0,0,0,0,3.99,6.94,0,0.94
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,3.72,0,0,0,0.47
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0.23
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,0,3.72,0,3.92,0,0,0,0,0,6.6,0.7
C12-C12.9 Seno piriforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0.23
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,0,7.83,7.13,3.75,3.72,3.99,6.94,0,1.88
C16-C16.9 Stomaco,0,0,0,0,0,0,0,3.21,3.52,22.3,6.89,31.34,35.67,63.8,74.4,163.75,118.05,191.31,35.66
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,3.52,0,0,0,0,3.75,7.44,0,6.94,6.6,1.41
C18-C18.9 Colon,0,0,0,0,4.43,0,0,0,7.05,14.87,31.02,39.17,89.18,101.33,156.24,195.7,194.43,171.52,52.31
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,0,3.72,6.89,11.75,14.27,22.52,18.6,7.99,34.72,32.98,7.74
