ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C00-C00.9 Labbro,0,0,0,0,0,0,0,0,0,3.05,0,3.68,0,0,4.45,0,0,0,0.69
C01-C01.9 Base della lingua,0,0,0,0,0,0,0,0,2.85,0,0,3.68,0,0,8.89,0,0,0,0.92
C02-C02.9 Altre ns parti lingua,0,0,0,0,0,0,0,2.9,0,0,6.91,0,0,4.13,8.89,5.38,0,0,1.62
C03-C03.9 Gengiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0.23
C04-C04.9 Pavimento orale,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,5.38,0,0,0.46
C05-C05.9 Palato,0,0,0,0,0,0,0,0,0,3.05,3.45,0,0,0,0,0,0,0,0.46
C06-C06.9 Altre ns parti bocca,0,0,0,0,0,0,0,0,0,0,0,3.68,3.72,0,4.45,0,0,10.48,0.92
C07-C07.9 Parotide,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,13.34,16.13,7.51,10.48,2.08
C08-C08.9 Al. ns ghian.saliv.magg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,10.48,0.46
C09-C09.9 Tonsille,0,0,0,0,0,0,0,0,0,0,6.91,7.35,3.72,0,0,10.75,0,0,1.62
C10-C10.9 Orofaringe,0,0,0,0,0,0,0,0,0,0,0,3.68,3.72,0,4.45,5.38,0,0,0.92
C11-C11.9 Nasofaringe,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,5.38,0,0,0.46
C12-C12.9 Seno piriforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,0,0,0,0.23
C13-C13.9 Ipofaringe,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,4.45,10.75,0,0,0.92
C14-C14.9 Altre ns sedi lab.cav.or.faringe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,0.23
C15-C15.9 Esofago,0,0,0,0,0,0,0,0,0,0,6.91,0,0,8.27,13.34,21.5,7.51,31.45,3.47
C16-C16.9 Stomaco,0,0,0,0,0,0,6.41,0,5.7,15.25,24.18,44.12,74.31,99.23,102.24,145.13,210.28,356.43,42.53
C17-C17.9 Piccolo intestino,0,0,0,0,0,0,0,0,5.7,3.05,3.45,3.68,7.43,12.4,0,16.13,7.51,0,3.24
C18-C18.9 Colon,0,0,0,4.96,0,0,0,0,11.4,6.1,44.9,88.24,107.76,202.6,311.18,322.5,322.93,335.46,75.57
C19-C19.9 Giunz. rettosigmoidea,0,0,0,0,0,0,0,0,2.85,0,13.82,7.35,3.72,12.4,22.23,69.88,60.08,20.97,9.01
C20-C20.9 Retto,0,0,0,0,0,0,0,5.79,0,9.15,10.36,51.47,40.87,49.62,80.02,102.13,112.65,178.22,26.35
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,0,0,0,0,3.45,0,0,4.13,0,10.75,7.51,0,1.16
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,21.35,17.27,40.44,26.01,78.56,115.58,123.63,75.1,94.35,27.04
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,4.45,16.13,45.06,0,2.54
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,2.9,0,0,0,3.68,3.72,8.27,8.89,21.5,45.06,62.9,5.32
C25-C25.9 Pancreas,0,0,0,0,0,0,0,2.9,2.85,3.05,6.91,22.06,66.88,62.02,71.13,91.38,142.69,94.35,24.27
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,3.45,0,0,4.13,0,0,0,0,0.46
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,7.51,0,0.46
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,3.05,0,0,0,8.27,0,0,0,0,0.69
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,10.36,11.03,29.73,20.67,57.79,32.25,52.57,20.97,10.86
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,3.21,8.69,0,24.4,34.54,110.29,174.64,252.21,337.85,478.38,555.74,377.4,100.53
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,3.45,3.68,0,0,0,0,0,0,0.46
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,7.51,0,0.46
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,3.21,0,0,3.05,0,0,0,0,13.34,0,0,0,1.16
